name,address,rating,total_photos,total_ratings,coordinates
Byblos,11 Duncan St,9.3,163.0,337.0,"43.640722,-79.391051"
360 Restaurant,301 Front St W,8.1,962.0,452.0,"43.640722,-79.391051"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.640722,-79.391051"
Pai,18 Duncan St,9.2,515.0,932.0,"43.640722,-79.391051"
A&W Restaurant,8 Mercer St,8.3,20.0,28.0,"43.640722,-79.391051"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.66207,-79.37617"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.66207,-79.37617"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.66207,-79.37617"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.66207,-79.37617"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.66207,-79.37617"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.66207,-79.37617"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.66207,-79.37617"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.66207,-79.37617"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.66207,-79.37617"
Woody's,467 Church St,8.1,311.0,263.0,"43.66207,-79.37617"
The Sidekick,1374 Queen St E,8.8,106.0,35.0,"43.660206,-79.3244"
Rorschach Brewing,1001 Eastern Ave,8.7,157.0,50.0,"43.660206,-79.3244"
Descendant Detroit Style Pizza,1168 Queen St E,8.7,47.0,109.0,"43.660206,-79.3244"
Radical Road Brewing Co,1177 Queen St E,8.1,83.0,33.0,"43.660206,-79.3244"
Blondies Pizza,1555 Dundas St E,8.3,13.0,17.0,"43.660206,-79.3244"
Tango Palace Coffee Co,1156 Queen St E,8.1,90.0,118.0,"43.660206,-79.3244"
Gio Rana's Really Really Nice Restaurant,1220 Queen St E,7.8,48.0,77.0,"43.660206,-79.3244"
Ascari Enoteca,1111 Queen St E,8.1,106.0,62.0,"43.660206,-79.3244"
Hanoi 3 Seasons,1135 Queen St E,8.0,17.0,37.0,"43.660206,-79.3244"
Greta Solomon's,1118 Queen St E,7.6,7.0,11.0,"43.660206,-79.3244"
Ed's Real Scoop,2224 Queen St E,8.4,62.0,79.0,"43.668633,-79.291162"
Bagels on Fire,2248 Queen St E,8.1,10.0,17.0,"43.668633,-79.291162"
Bud's Coffee Bar,1934 Queen St E,8.6,13.0,28.0,"43.668633,-79.291162"
Xola,2222A Queen St E,7.6,15.0,29.0,"43.668633,-79.291162"
ViVetha Bistro - Queen St. E.,2485 Queen St E,8.0,13.0,38.0,"43.668633,-79.291162"
Hogtown Smoke,1959 Queen St E,7.9,85.0,113.0,"43.668633,-79.291162"
Beacher Cafe,2162 Queen St E,7.4,25.0,51.0,"43.668633,-79.291162"
The Fill Station Sports Bar,2282 Queen St E,7.6,11.0,20.0,"43.668633,-79.291162"
Isabella's Boutique Restaurant,2328 Queen St E,7.7,11.0,12.0,"43.668633,-79.291162"
Yumei Sushi,2116F Queen St E,7.2,22.0,26.0,"43.668633,-79.291162"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.665801,-79.384796"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,"43.665801,-79.384796"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.665801,-79.384796"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.665801,-79.384796"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,"43.665801,-79.384796"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.665801,-79.384796"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.665801,-79.384796"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.665801,-79.384796"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,"43.665801,-79.384796"
Woody's,467 Church St,8.1,311.0,263.0,"43.665801,-79.384796"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.668153,-79.38891"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.668153,-79.38891"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.668153,-79.38891"
Planta,1221 Bay St,8.2,85.0,132.0,"43.668153,-79.38891"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,"43.668153,-79.38891"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.668153,-79.38891"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.668153,-79.38891"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.668153,-79.38891"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,"43.668153,-79.38891"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,"43.668153,-79.38891"
Blaze Pizza,10 Dundas St E,8.5,84.0,100.0,"43.657024,-79.377257"
Jazz Bistro,251 Victoria St,8.5,64.0,36.0,"43.657024,-79.377257"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.657024,-79.377257"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.657024,-79.377257"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,"43.657024,-79.377257"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.657024,-79.377257"
Fahrenheit Coffee,120 Lombard St,9.0,243.0,321.0,"43.657024,-79.377257"
Five Guys Burgers & Fries,329 Yonge St,8.1,264.0,305.0,"43.657024,-79.377257"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,"43.657024,-79.377257"
Kyoto Katsugyu,134 Dundas St E,7.7,24.0,10.0,"43.657024,-79.377257"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.662862,-79.383572"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.662862,-79.383572"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.662862,-79.383572"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,"43.662862,-79.383572"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.662862,-79.383572"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.662862,-79.383572"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.662862,-79.383572"
Woody's,467 Church St,8.1,311.0,263.0,"43.662862,-79.383572"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.662862,-79.383572"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,"43.662862,-79.383572"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.652276,-79.380701"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.652276,-79.380701"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.652276,-79.380701"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.652276,-79.380701"
Leña Restaurante,176 Yonge St,8.1,98.0,108.0,"43.652276,-79.380701"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,"43.652276,-79.380701"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.652276,-79.380701"
Trattoria Mercatto,220 Yonge St,8.1,226.0,199.0,"43.652276,-79.380701"
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,298.0,118.0,"43.652276,-79.380701"
Terroni,57A Adelaide St E,8.6,375.0,402.0,"43.652276,-79.380701"
Ritz Caribbean Foods,211 Yonge St,8.7,1.0,22.0,"43.7063473,-79.40161"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,"43.7063473,-79.40161"
Pai Uptown,2335 Yonge St,8.1,8.0,10.0,"43.7063473,-79.40161"
La Vecchia Ristorante,2405A Yonge St,8.4,74.0,113.0,"43.7063473,-79.40161"
De Mello Palheta Coffee Roasters,2489 Yonge St,8.7,114.0,135.0,"43.7063473,-79.40161"
Kinton Ramen,90 Eglinton Ave E,8.2,17.0,28.0,"43.7063473,-79.40161"
Star King Viet Thai Cuisine,2350 Yonge St,7.9,11.0,35.0,"43.7063473,-79.40161"
Cibo Wine Bar,2472 Yonge St,8.3,48.0,93.0,"43.7063473,-79.40161"
The Abbot on Eglinton,508 Eglinton Ave W,9.0,26.0,47.0,"43.7063473,-79.40161"
Chipotle Mexican Grill,2323 Yonge St,7.7,24.0,30.0,"43.7063473,-79.40161"
Little Sister,2031 Yonge St,8.2,42.0,74.0,"43.6978701,-79.39419"
Jules Cafe Patisserie,617 Mount Pleasant Rd,8.7,25.0,30.0,"43.6978701,-79.39419"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,"43.6978701,-79.39419"
Marigold,552 Mount Pleasant Rd,8.1,13.0,16.0,"43.6978701,-79.39419"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,"43.6978701,-79.39419"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,"43.6978701,-79.39419"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,"43.6978701,-79.39419"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,"43.6978701,-79.39419"
XO Gelato,647A Mount Pleasant Rd,7.6,44.0,56.0,"43.6978701,-79.39419"
Zee Grill,641 Mount Pleasant Rd,7.6,16.0,15.0,"43.6978701,-79.39419"
Little Sister,2031 Yonge St,8.2,42.0,74.0,"43.696708,-79.40045"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,"43.696708,-79.40045"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,"43.696708,-79.40045"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,"43.696708,-79.40045"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,"43.696708,-79.40045"
Burger Shack,233 Eglinton Ave W,7.7,56.0,101.0,"43.696708,-79.40045"
Gelato Simply Italian,2076 Yonge St,6.9,84.0,55.0,"43.696708,-79.40045"
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,13.0,11.0,"43.696708,-79.40045"
Subway,1910 Yonge St,6.1,7.0,6.0,"43.696708,-79.40045"
Zucca Trattoria,2150 Yonge St,6.4,11.0,32.0,"43.696708,-79.40045"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.6476616,-79.37549"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.6476616,-79.37549"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.6476616,-79.37549"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.6476616,-79.37549"
C'est What,67 Front St E,8.3,1182.0,456.0,"43.6476616,-79.37549"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,"43.6476616,-79.37549"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.6476616,-79.37549"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.6476616,-79.37549"
Terroni,57A Adelaide St E,8.6,375.0,402.0,"43.6476616,-79.37549"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.6476616,-79.37549"
Neo Coffee Bar,161 Frederick St,9.0,229.0,213.0,"43.6487245,-79.36839"
The Black Canary Espresso Bar,61 Sherbourne St,8.4,63.0,109.0,"43.6487245,-79.36839"
Fahrenheit Coffee,120 Lombard St,9.0,243.0,321.0,"43.6487245,-79.36839"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.6487245,-79.36839"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,"43.6487245,-79.36839"
The George Street Diner,129 George St,8.7,168.0,173.0,"43.6487245,-79.36839"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.6487245,-79.36839"
Miyaki Sushi,222 the Esplanade,7.9,6.0,18.0,"43.6487245,-79.36839"
Fusaro's,294 Richmond St E,8.6,46.0,74.0,"43.6487245,-79.36839"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,"43.6487245,-79.36839"
Rooster Coffee House,479 Broad View Ave,8.4,201.0,241.0,"43.667819,-79.35347"
Pho House,610 Gerrard St E,8.4,27.0,28.0,"43.667819,-79.35347"
Batifole Restaurant,744 Gerrard St E,8.9,23.0,31.0,"43.667819,-79.35347"
Wynona,819 Gerrard St E,8.3,14.0,15.0,"43.667819,-79.35347"
Le Beau,665 Dundas St E,8.6,24.0,13.0,"43.667819,-79.35347"
The Real Jerk Restaurant,842 Gerrard St E,8.3,66.0,84.0,"43.667819,-79.35347"
Lady Marmalade,265 Broadview Ave,7.7,25.0,38.0,"43.667819,-79.35347"
Wok & Roast Chinese BBQ,349 Broadview Ave,7.2,6.0,8.0,"43.667819,-79.35347"
Factory Girl,193 Danforth Ave,7.2,50.0,74.0,"43.667819,-79.35347"
Dora Keogh Irish Pub,141 Danforth Ave,7.2,38.0,35.0,"43.667819,-79.35347"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.663102,-79.373181"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.663102,-79.373181"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.663102,-79.373181"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.663102,-79.373181"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.663102,-79.373181"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.663102,-79.373181"
Page One Cafe,106 Mutual St,8.9,70.0,88.0,"43.663102,-79.373181"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.663102,-79.373181"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.663102,-79.373181"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.663102,-79.373181"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.64852,-79.380576"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.64852,-79.380576"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.64852,-79.380576"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.64852,-79.380576"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.64852,-79.380576"
King Taps,100 King St W,8.2,121.0,90.0,"43.64852,-79.380576"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.64852,-79.380576"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.64852,-79.380576"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,"43.64852,-79.380576"
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,298.0,118.0,"43.64852,-79.380576"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,"43.656026,-79.385327"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.656026,-79.385327"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,"43.656026,-79.385327"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.656026,-79.385327"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.656026,-79.385327"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,"43.656026,-79.385327"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,"43.656026,-79.385327"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,"43.656026,-79.385327"
Salad King,340 Yonge St,8.1,513.0,732.0,"43.656026,-79.385327"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,"43.656026,-79.385327"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.645323,-79.395003"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.645323,-79.395003"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.645323,-79.395003"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.645323,-79.395003"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,"43.645323,-79.395003"
Cibo Wine Bar,522 King St W,8.2,158.0,230.0,"43.645323,-79.395003"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.645323,-79.395003"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,"43.645323,-79.395003"
The Keg,560 King St W,8.4,63.0,99.0,"43.645323,-79.395003"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,"43.645323,-79.395003"
Ezra's Pound,238 Dupont St,8.6,54.0,103.0,"43.677778,-79.405556"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,"43.677778,-79.405556"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,92.0,108.0,"43.677778,-79.405556"
Joso's,202 Davenport Rd,8.8,32.0,49.0,"43.677778,-79.405556"
Creeds Coffee Bar,390 Dupont St,8.3,21.0,39.0,"43.677778,-79.405556"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,"43.677778,-79.405556"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,"43.677778,-79.405556"
Pour House Irish Pub,182 Dupont St,7.3,76.0,132.0,"43.677778,-79.405556"
BlueBlood Steakhouse,1 Austin Terr,7.3,35.0,26.0,"43.677778,-79.405556"
Subway,268 Dupont St,6.6,1.0,2.0,"43.677778,-79.405556"
BeaverTails,145 Queen's Quay W,8.5,110.0,97.0,"43.641646,-79.375308"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.641646,-79.375308"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.641646,-79.375308"
Harbour Sixty Steakhouse,60 Harbour St,7.9,116.0,113.0,"43.641646,-79.375308"
Alexandro's World Famous Gyros,5 Queens Quay W,7.5,30.0,76.0,"43.641646,-79.375308"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.641646,-79.375308"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.641646,-79.375308"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.641646,-79.375308"
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.2,189.0,179.0,"43.641646,-79.375308"
Steam Whistle Brewing,255 Bremner Blvd,9.1,1225.0,886.0,"43.641646,-79.375308"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.646162,-79.378912"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.646162,-79.378912"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.646162,-79.378912"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.646162,-79.378912"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.646162,-79.378912"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.646162,-79.378912"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.646162,-79.378912"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.646162,-79.378912"
King Taps,100 King St W,8.2,121.0,90.0,"43.646162,-79.378912"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.646162,-79.378912"
Beach Hill Smokehouse,172S Main St,8.1,14.0,13.0,"43.687323,-79.304848"
Budapest Restaurant,1959 Gerrard St E,8.4,14.0,13.0,"43.687323,-79.304848"
Duckworth's Fish & Chips,2638 Danforth Ave,7.3,22.0,28.0,"43.687323,-79.304848"
Grinder Coffee,126 Main St,7.0,16.0,21.0,"43.687323,-79.304848"
Sultan Shawarma & Falafel,2558 Danforth Ave,6.7,6.0,10.0,"43.687323,-79.304848"
Thai Room,2063 Danforth Ave,7.0,6.0,20.0,"43.687323,-79.304848"
Diamond Pizza,510 Main St,6.9,1.0,22.0,"43.687323,-79.304848"
Subway,2575 Danforth Ave,6.3,2.0,5.0,"43.687323,-79.304848"
Firkin on Danforth,2057 Danforth Ave,6.6,4.0,15.0,"43.687323,-79.304848"
Pizza Pizza,2077 Danforth Ave,6.3,3.0,8.0,"43.687323,-79.304848"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.668991,-79.379385"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.668991,-79.379385"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,"43.668991,-79.379385"
Church Street Espresso,585 Church St,7.9,11.0,40.0,"43.668991,-79.379385"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.668991,-79.379385"
Maison Selby,592 Sherbourne St,7.9,22.0,20.0,"43.668991,-79.379385"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.668991,-79.379385"
Woody's,467 Church St,8.1,311.0,263.0,"43.668991,-79.379385"
Churchmouse & Firkin,475 Church St,8.0,250.0,183.0,"43.668991,-79.379385"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.668991,-79.379385"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.6622222,-79.3825"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.6622222,-79.3825"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.6622222,-79.3825"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.6622222,-79.3825"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.6622222,-79.3825"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,"43.6622222,-79.3825"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.6622222,-79.3825"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.6622222,-79.3825"
Woody's,467 Church St,8.1,311.0,263.0,"43.6622222,-79.3825"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,"43.6622222,-79.3825"
Sud Forno,716 Queen St W,9.0,204.0,216.0,"43.64333333333333,-79.40555555555557"
Old York Bar & Grill,167 Niagara St,8.1,64.0,72.0,"43.64333333333333,-79.40555555555557"
North of Brooklyn Pizzeria,650 1/2 Queen St W,8.7,120.0,128.0,"43.64333333333333,-79.40555555555557"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.64333333333333,-79.40555555555557"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.64333333333333,-79.40555555555557"
WVRST,609 King St W,8.5,1058.0,742.0,"43.64333333333333,-79.40555555555557"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.64333333333333,-79.40555555555557"
Lee,603 King St W,8.5,267.0,271.0,"43.64333333333333,-79.40555555555557"
Nadege,780 Queen St W,8.7,482.0,411.0,"43.64333333333333,-79.40555555555557"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,"43.64333333333333,-79.40555555555557"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,"43.6575,-79.39527777777778"
Moonbean Coffee Co,30 Saint Andrew St,8.7,158.0,212.0,"43.6575,-79.39527777777778"
Prenup Pub,191 College St,7.7,41.0,74.0,"43.6575,-79.39527777777778"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.6575,-79.39527777777778"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.6575,-79.39527777777778"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,"43.6575,-79.39527777777778"
Little Pebbles,160 Baldwin St,8.3,44.0,45.0,"43.6575,-79.39527777777778"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.6575,-79.39527777777778"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.6575,-79.39527777777778"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.6575,-79.39527777777778"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.657424,-79.381019"
Blaze Pizza,10 Dundas St E,8.5,84.0,100.0,"43.657424,-79.381019"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,"43.657424,-79.381019"
Salad King,340 Yonge St,8.1,513.0,732.0,"43.657424,-79.381019"
Five Guys Burgers & Fries,329 Yonge St,8.1,264.0,305.0,"43.657424,-79.381019"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,"43.657424,-79.381019"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.657424,-79.381019"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.657424,-79.381019"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.657424,-79.381019"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,"43.657424,-79.381019"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.64595,-79.378761"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.64595,-79.378761"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.64595,-79.378761"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.64595,-79.378761"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.64595,-79.378761"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.64595,-79.378761"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.64595,-79.378761"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.64595,-79.378761"
King Taps,100 King St W,8.2,121.0,90.0,"43.64595,-79.378761"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.64595,-79.378761"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.668427,-79.38725"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.668427,-79.38725"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.668427,-79.38725"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.668427,-79.38725"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.668427,-79.38725"
Planta,1221 Bay St,8.2,85.0,132.0,"43.668427,-79.38725"
Okonomi House Restaurant,23 Charles St W,7.8,67.0,84.0,"43.668427,-79.38725"
Constantine,15 Charles St E,7.9,13.0,22.0,"43.668427,-79.38725"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,"43.668427,-79.38725"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,"43.668427,-79.38725"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.669604,-79.381171"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.669604,-79.381171"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,"43.669604,-79.381171"
Church Street Espresso,585 Church St,7.9,11.0,40.0,"43.669604,-79.381171"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.669604,-79.381171"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.669604,-79.381171"
Constantine,15 Charles St E,7.9,13.0,22.0,"43.669604,-79.381171"
Maison Selby,592 Sherbourne St,7.9,22.0,20.0,"43.669604,-79.381171"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.669604,-79.381171"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.669604,-79.381171"
Te Aro,983 Queen St E,8.9,192.0,239.0,"43.661673,-79.337789"
Tango Palace Coffee Co,1156 Queen St E,8.1,90.0,118.0,"43.661673,-79.337789"
Reliable Halibut & Chips,954 Queen St E,7.9,22.0,14.0,"43.661673,-79.337789"
Boxcar Social,4 Boulton Ave,8.9,81.0,119.0,"43.661673,-79.337789"
Radical Road Brewing Co,1177 Queen St E,8.1,83.0,33.0,"43.661673,-79.337789"
Tabule,810 Queen St E,8.6,72.0,128.0,"43.661673,-79.337789"
Batifole Restaurant,744 Gerrard St E,8.9,23.0,31.0,"43.661673,-79.337789"
Purple Penguin Cafe,889 Queen St E,7.8,20.0,28.0,"43.661673,-79.337789"
La Carnita,780 Queen St E,8.5,46.0,83.0,"43.661673,-79.337789"
The Real Jerk Restaurant,842 Gerrard St E,8.3,66.0,84.0,"43.661673,-79.337789"
