name,address,rating,total_photos,total_ratings,num_of_res,coordinates
Annabelle Pasta Bar,909 Davenport Rd,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Black Tulip Restaurant and Bar,807 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
La Cocina de Dona Luz,807 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Kome Sushi & Sake House,813 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Crosscut Coffee,1142 Davenport Rd,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Faema,1117 Davenport Rd,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Dasoni,630 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Barrio Fiesta,634 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Hotspot Restaurant,672B St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Orizzonte Restaurant,760 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Ji Restaurant,760 St Clair Ave W,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Domino's Pizza,873 Davenport Rd,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Country Style Donuts,1138 Bathurst St,,0.0,0.0,41.0,"43.6809164,-79.4229684"
Salto Antipasto Lounge,1138 Davenport Rd,,0.0,0.0,41.0,"43.6809164,-79.4229684"
The Bagel House,1438 Yonge St,8.6,13.0,41.0,39.0,"43.6910667,-79.39535"
Capocaccia Cafe,1366 Yonge St,8.4,21.0,49.0,39.0,"43.6910667,-79.39535"
Mary Be Kitchen,21B St Clair Ave W,7.6,14.0,15.0,39.0,"43.6910667,-79.39535"
Nutbar,1240B Yonge St,8.3,43.0,9.0,39.0,"43.6910667,-79.39535"
Mermaid Fish and Grill House,44 St Clair Ave E,7.1,19.0,9.0,39.0,"43.6910667,-79.39535"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,39.0,"43.6910667,-79.39535"
Barnsteiner's,1 Balmoral Ave,7.1,4.0,17.0,39.0,"43.6910667,-79.39535"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,39.0,"43.6910667,-79.39535"
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,13.0,11.0,39.0,"43.6910667,-79.39535"
Red Lantern Pub,228 Merton St,6.4,23.0,32.0,39.0,"43.6910667,-79.39535"
Ambiyan on Yonge,1560 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Sushi Gen,1502 Yonge St,5.6,12.0,17.0,39.0,"43.6910667,-79.39535"
The Sprout Restaurant,15 Saint Clair Ave W,5.6,9.0,11.0,39.0,"43.6910667,-79.39535"
Subway,1910 Yonge St,6.1,7.0,6.0,39.0,"43.6910667,-79.39535"
Druxy's Famous Deli,2 St Clair Ave E,,0.0,0.0,39.0,"43.6910667,-79.39535"
La Barista Cafe,22 St Clair Ave E,,0.0,0.0,39.0,"43.6910667,-79.39535"
Gonoe Modern Sushi & Bar,44 St.Clair Ave E,,0.0,0.0,39.0,"43.6910667,-79.39535"
Shenanigan’s,11 St Clair Ave W,,0.0,0.0,39.0,"43.6910667,-79.39535"
Wylie's,1234A Yonge St,6.1,10.0,20.0,39.0,"43.6910667,-79.39535"
Bombay Roti,1404 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Tim Hortons,1910 Yonge St,5.9,44.0,25.0,39.0,"43.6910667,-79.39535"
McDonald's,11 St Clair Ave E,5.1,8.0,24.0,39.0,"43.6910667,-79.39535"
Cineplex Entertainment,1303 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Hot Dog Vendor,1900 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Phyllo You Bakery,1919A Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Domino's Pizza,1272 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Umami Poke,1252 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
C 2 Catering,1521 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Paramount Bar & Grill,1507 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Kiva's Bagel Bakery & Restaurant,15 Saint Clair Ave W,,0.0,0.0,39.0,"43.6910667,-79.39535"
Sunny,44 Saint Clair Ave E,,0.0,0.0,39.0,"43.6910667,-79.39535"
Holy Chuck,1450 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Mr Sub,1442 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Swiss Chalet Rotisserie & Grill,1415 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Aki Japan Sushi,1404 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Spiga Ristorante,1378 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Wolf Down,1941 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Delicious Indian Food,1920 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Via Cibo,1941 Yonge St,,0.0,0.0,39.0,"43.6910667,-79.39535"
Little Sister,2031 Yonge St,8.2,42.0,74.0,38.0,"43.6975969,-79.39654"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,38.0,"43.6975969,-79.39654"
Jules Cafe Patisserie,617 Mount Pleasant Rd,8.7,25.0,30.0,38.0,"43.6975969,-79.39654"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,38.0,"43.6975969,-79.39654"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,38.0,"43.6975969,-79.39654"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,38.0,"43.6975969,-79.39654"
Marigold,552 Mount Pleasant Rd,8.1,13.0,16.0,38.0,"43.6975969,-79.39654"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,38.0,"43.6975969,-79.39654"
Gelato Simply Italian,2076 Yonge St,6.9,84.0,55.0,38.0,"43.6975969,-79.39654"
Florentia,579 Mount Pleasant Rd,7.2,20.0,10.0,38.0,"43.6975969,-79.39654"
The Belsize Public House,535 Mount Pleasant Rd,7.0,19.0,18.0,38.0,"43.6975969,-79.39654"
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,13.0,11.0,38.0,"43.6975969,-79.39654"
Subway,1910 Yonge St,6.1,7.0,6.0,38.0,"43.6975969,-79.39654"
Tim Hortons,1910 Yonge St,5.9,44.0,25.0,38.0,"43.6975969,-79.39654"
Red Lantern Pub,228 Merton St,6.4,23.0,32.0,38.0,"43.6975969,-79.39654"
Zucca Trattoria,2150 Yonge St,6.4,11.0,32.0,38.0,"43.6975969,-79.39654"
Hokkaido Ramen Santouka,2057 Yonge St,6.2,13.0,11.0,38.0,"43.6975969,-79.39654"
Tim Hortons,2245 Yonge St,6.6,85.0,104.0,38.0,"43.6975969,-79.39654"
Mandarin Restaurant,2200 Yonge St,6.4,156.0,148.0,38.0,"43.6975969,-79.39654"
Phyllo You Bakery,1919A Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Starving Artist,505 Mount Pleasant Rd,6.4,5.0,12.0,38.0,"43.6975969,-79.39654"
Abyssinia YYZ Ethiopian & Eritrean Cuisine,2038 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Dave's Hot Chicken,2066 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Rag Doll Eatery,2110 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Oretta Midtown,2131 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Juicy Dumpling,2150 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
The Friendly Thai Restaurant,505 Mount Pleasant Rd,,0.0,0.0,38.0,"43.6975969,-79.39654"
Sushi Gen,1502 Yonge St,5.6,12.0,17.0,38.0,"43.6975969,-79.39654"
Ambiyan on Yonge,1560 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Yaowarat,557 Mount Pleasant Rd,,0.0,0.0,38.0,"43.6975969,-79.39654"
Wolf Down,1941 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Delicious Indian Food,1920 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Joseph's Deli Cafe,1992 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Tabülè Middle Eastern Cuisine,2009 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Limelight Dinner Theatre,2026 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Giacomin's Restaurant,523 Mount Pleasant Rd,,0.0,0.0,38.0,"43.6975969,-79.39654"
C 2 Catering,1521 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Paramount Bar & Grill,1507 Yonge St,,0.0,0.0,38.0,"43.6975969,-79.39654"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,50.0,"43.639832,-79.395954"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,50.0,"43.639832,-79.395954"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,50.0,"43.639832,-79.395954"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,50.0,"43.639832,-79.395954"
Forno Cultura,609 King St W,8.9,112.0,196.0,50.0,"43.639832,-79.395954"
Gusto 101,101 Portland St,8.8,501.0,593.0,50.0,"43.639832,-79.395954"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,50.0,"43.639832,-79.395954"
Lee,603 King St W,8.5,267.0,271.0,50.0,"43.639832,-79.395954"
Marben,488 Wellington St W,8.1,188.0,183.0,50.0,"43.639832,-79.395954"
Bar Hop,391 King St W,8.6,1135.0,461.0,50.0,"43.639832,-79.395954"
The Keg,560 King St W,8.4,63.0,99.0,50.0,"43.639832,-79.395954"
WVRST,609 King St W,8.5,1058.0,742.0,50.0,"43.639832,-79.395954"
Avenue Open Kitchen,7 Camden St,8.8,51.0,77.0,50.0,"43.639832,-79.395954"
Cibo Wine Bar,522 King St W,8.2,158.0,230.0,50.0,"43.639832,-79.395954"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,50.0,"43.639832,-79.395954"
Banh Mi Boys,392 Queen St W,8.9,474.0,723.0,50.0,"43.639832,-79.395954"
Roses New York,135 Fort York Blvd,7.6,10.0,14.0,50.0,"43.639832,-79.395954"
Aloette,163 Spadina Ave,8.7,40.0,63.0,50.0,"43.639832,-79.395954"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,50.0,"43.639832,-79.395954"
The Rec Room,255 Bremner Blvd,8.2,122.0,162.0,50.0,"43.639832,-79.395954"
La Palette,492 Queen St W,8.6,113.0,128.0,50.0,"43.639832,-79.395954"
A&W Restaurant,8 Mercer St,8.3,20.0,28.0,50.0,"43.639832,-79.395954"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,50.0,"43.639832,-79.395954"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,50.0,"43.639832,-79.395954"
French Made,80 Blue Jays Way,8.0,16.0,16.0,50.0,"43.639832,-79.395954"
BarChef,472 Queen St W,8.4,266.0,244.0,50.0,"43.639832,-79.395954"
360 Restaurant,301 Front St W,8.1,962.0,452.0,50.0,"43.639832,-79.395954"
The Landing Group,82 Fort York Blvd,7.2,143.0,184.0,50.0,"43.639832,-79.395954"
Kost,80 Blue Jays Way,7.9,88.0,62.0,50.0,"43.639832,-79.395954"
Old York Bar & Grill,167 Niagara St,8.1,64.0,72.0,50.0,"43.639832,-79.395954"
La Carnita,106 John St,8.1,104.0,192.0,50.0,"43.639832,-79.395954"
Belfast Love,548 King St W,7.7,50.0,119.0,50.0,"43.639832,-79.395954"
Tutti Matti,364 Adelaide St W,7.9,39.0,46.0,50.0,"43.639832,-79.395954"
Locals Only,589 King St W,7.6,5.0,22.0,50.0,"43.639832,-79.395954"
Steam Whistle Biergärten,255 Bremner Blvd,7.7,42.0,16.0,50.0,"43.639832,-79.395954"
Basil Box,441 Queen St W,7.9,9.0,31.0,50.0,"43.639832,-79.395954"
Ramen Isshin,609 Queen St W,7.9,4.0,9.0,50.0,"43.639832,-79.395954"
Tim Hortons,249 Queens Dr,7.6,25.0,74.0,50.0,"43.639832,-79.395954"
Pokito,420 Queen St W,7.7,21.0,36.0,50.0,"43.639832,-79.395954"
Kinton Ramen,402 Queen St W,7.7,108.0,165.0,50.0,"43.639832,-79.395954"
Oretta,633 King St W,7.3,70.0,64.0,50.0,"43.639832,-79.395954"
Guirei Toronto,600 Queens Quay W,7.0,35.0,35.0,50.0,"43.639832,-79.395954"
Pizzaiolo,3 Rees St,7.3,18.0,14.0,50.0,"43.639832,-79.395954"
Tim Hortons,120 Fort York Blvd,6.8,31.0,63.0,50.0,"43.639832,-79.395954"
Cops,445 Adelaide St W,7.3,15.0,18.0,50.0,"43.639832,-79.395954"
Northern Maverick Brewing Co,115 Bathurst St,7.4,216.0,50.0,50.0,"43.639832,-79.395954"
What a Bagel,130 Spadina Ave,7.3,121.0,201.0,50.0,"43.639832,-79.395954"
Lavelle,627 King St W,7.0,92.0,54.0,50.0,"43.639832,-79.395954"
The Pint Public House,277 Front St W,6.9,67.0,50.0,50.0,"43.639832,-79.395954"
Boston Pizza,250 Front St W,6.9,147.0,191.0,50.0,"43.639832,-79.395954"
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,46.0,"43.667158,-79.402761"
Gyubee,335 Bloor St W,8.1,12.0,21.0,46.0,"43.667158,-79.402761"
Rasa,196 Robert St,9.1,81.0,115.0,46.0,"43.667158,-79.402761"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,46.0,"43.667158,-79.402761"
Yasu,81 Harbord St,8.6,104.0,61.0,46.0,"43.667158,-79.402761"
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,292.0,439.0,46.0,"43.667158,-79.402761"
Crafty Coyote,511 Bloor St W,8.2,108.0,35.0,46.0,"43.667158,-79.402761"
One Love Vegetarian,854 Bathurst St,8.6,23.0,51.0,46.0,"43.667158,-79.402761"
Rustle & Still Café,605 Bloor St W,8.8,20.0,31.0,46.0,"43.667158,-79.402761"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,46.0,"43.667158,-79.402761"
Ezra's Pound,238 Dupont St,8.6,54.0,103.0,46.0,"43.667158,-79.402761"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,46.0,"43.667158,-79.402761"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,46.0,"43.667158,-79.402761"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,46.0,"43.667158,-79.402761"
Victory Cafe,440 Bloor St W,7.8,41.0,16.0,46.0,"43.667158,-79.402761"
Kinka Izakaya Bloor,559 Bloor St W,8.0,448.0,297.0,46.0,"43.667158,-79.402761"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,46.0,"43.667158,-79.402761"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,46.0,"43.667158,-79.402761"
Lee's Palace,529 Bloor St W,7.7,306.0,226.0,46.0,"43.667158,-79.402761"
By the Way Cafe,400 Bloor St W,7.5,29.0,50.0,46.0,"43.667158,-79.402761"
El Furniture Warehouse,410 Bloor St W,7.5,99.0,157.0,46.0,"43.667158,-79.402761"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,46.0,"43.667158,-79.402761"
Korean Village Restaurant,628 Bloor St W,7.9,98.0,138.0,46.0,"43.667158,-79.402761"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,46.0,"43.667158,-79.402761"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,46.0,"43.667158,-79.402761"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,46.0,"43.667158,-79.402761"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,46.0,"43.667158,-79.402761"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,46.0,"43.667158,-79.402761"
The Fortunate Fox,280 Bloor St W,6.9,8.0,14.0,46.0,"43.667158,-79.402761"
Tim Hortons,246 Bloor St W,7.1,83.0,135.0,46.0,"43.667158,-79.402761"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,46.0,"43.667158,-79.402761"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,46.0,"43.667158,-79.402761"
Pour House Irish Pub,182 Dupont St,7.3,76.0,132.0,46.0,"43.667158,-79.402761"
Future Bistro,483 Bloor St W,6.8,203.0,196.0,46.0,"43.667158,-79.402761"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,46.0,"43.667158,-79.402761"
St. Louis Bar and Grill,376 Bloor St W,6.4,39.0,43.0,46.0,"43.667158,-79.402761"
Tim Hortons,334 Bloor St W,5.6,12.0,57.0,46.0,"43.667158,-79.402761"
Paupers Pub,539 Bloor St W,6.1,184.0,179.0,46.0,"43.667158,-79.402761"
Proof the Vodka Bar,220 Bloor St W,5.9,28.0,21.0,46.0,"43.667158,-79.402761"
McDonald's,196 Bloor St W,5.9,44.0,12.0,46.0,"43.667158,-79.402761"
Amal Restaurant,131 Bloor St W,5.9,11.0,10.0,46.0,"43.667158,-79.402761"
KIBO Secret Garden,154 Cumberland St,,0.0,0.0,46.0,"43.667158,-79.402761"
MIMI Chinese,265 Davenport Rd,,0.0,0.0,46.0,"43.667158,-79.402761"
Osteria Giulia,134 Ave Rd,,0.0,0.0,46.0,"43.667158,-79.402761"
Tim Hortons,3071 Bloor St W,6.4,12.0,13.0,46.0,"43.667158,-79.402761"
The Gaslight,115 Yorkville Ave,,0.0,0.0,46.0,"43.667158,-79.402761"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,50.0,"43.667333,-79.399429"
Gyubee,335 Bloor St W,8.1,12.0,21.0,50.0,"43.667333,-79.399429"
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,50.0,"43.667333,-79.399429"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,50.0,"43.667333,-79.399429"
Rasa,196 Robert St,9.1,81.0,115.0,50.0,"43.667333,-79.399429"
Yasu,81 Harbord St,8.6,104.0,61.0,50.0,"43.667333,-79.399429"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,50.0,"43.667333,-79.399429"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,50.0,"43.667333,-79.399429"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,50.0,"43.667333,-79.399429"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,50.0,"43.667333,-79.399429"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,50.0,"43.667333,-79.399429"
Joso's,202 Davenport Rd,8.8,32.0,49.0,50.0,"43.667333,-79.399429"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,50.0,"43.667333,-79.399429"
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,292.0,439.0,50.0,"43.667333,-79.399429"
Crafty Coyote,511 Bloor St W,8.2,108.0,35.0,50.0,"43.667333,-79.399429"
Eataly,55 Bloor St W,8.4,141.0,48.0,50.0,"43.667333,-79.399429"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,50.0,"43.667333,-79.399429"
Planta,1221 Bay St,8.2,85.0,132.0,50.0,"43.667333,-79.399429"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,50.0,"43.667333,-79.399429"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,50.0,"43.667333,-79.399429"
Dbar,60 Yorkville Ave,8.1,104.0,103.0,50.0,"43.667333,-79.399429"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,50.0,"43.667333,-79.399429"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,50.0,"43.667333,-79.399429"
Café Boulud,60 Yorkville Ave,8.1,220.0,159.0,50.0,"43.667333,-79.399429"
Kinka Izakaya Bloor,559 Bloor St W,8.0,448.0,297.0,50.0,"43.667333,-79.399429"
Tim Hortons,246 Bloor St W,7.1,83.0,135.0,50.0,"43.667333,-79.399429"
Victory Cafe,440 Bloor St W,7.8,41.0,16.0,50.0,"43.667333,-79.399429"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,50.0,"43.667333,-79.399429"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,50.0,"43.667333,-79.399429"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,50.0,"43.667333,-79.399429"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,50.0,"43.667333,-79.399429"
Lee's Palace,529 Bloor St W,7.7,306.0,226.0,50.0,"43.667333,-79.399429"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,50.0,"43.667333,-79.399429"
The Fortunate Fox,280 Bloor St W,6.9,8.0,14.0,50.0,"43.667333,-79.399429"
El Furniture Warehouse,410 Bloor St W,7.5,99.0,157.0,50.0,"43.667333,-79.399429"
Okonomi House Restaurant,23 Charles St W,7.8,67.0,84.0,50.0,"43.667333,-79.399429"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,50.0,"43.667333,-79.399429"
Dynasty Chinese Cuisine,69 Yorkville Ave,7.4,84.0,70.0,50.0,"43.667333,-79.399429"
Flo's Diner,70 Yorkville Ave,7.4,55.0,128.0,50.0,"43.667333,-79.399429"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,50.0,"43.667333,-79.399429"
Pour House Irish Pub,182 Dupont St,7.3,76.0,132.0,50.0,"43.667333,-79.399429"
Slab Burgers,47 Charles St W,7.0,28.0,35.0,50.0,"43.667333,-79.399429"
Future Bistro,483 Bloor St W,6.8,203.0,196.0,50.0,"43.667333,-79.399429"
Pilot Tavern,22 Cumberland St,6.9,196.0,214.0,50.0,"43.667333,-79.399429"
St. Louis Bar and Grill,376 Bloor St W,6.4,39.0,43.0,50.0,"43.667333,-79.399429"
Proof the Vodka Bar,220 Bloor St W,5.9,28.0,21.0,50.0,"43.667333,-79.399429"
McDonald's,196 Bloor St W,5.9,44.0,12.0,50.0,"43.667333,-79.399429"
Manulife Centre,55 Bloor St W,6.3,73.0,101.0,50.0,"43.667333,-79.399429"
Tim Hortons,334 Bloor St W,5.6,12.0,57.0,50.0,"43.667333,-79.399429"
Paupers Pub,539 Bloor St W,6.1,184.0,179.0,50.0,"43.667333,-79.399429"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,50.0,"43.6480008,-79.383177"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,50.0,"43.6480008,-79.383177"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,50.0,"43.6480008,-79.383177"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,50.0,"43.6480008,-79.383177"
King Taps,100 King St W,8.2,121.0,90.0,50.0,"43.6480008,-79.383177"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,50.0,"43.6480008,-79.383177"
Byblos,11 Duncan St,9.3,163.0,337.0,50.0,"43.6480008,-79.383177"
Pai,18 Duncan St,9.2,515.0,932.0,50.0,"43.6480008,-79.383177"
Chotto Matte,161 Bay St,8.8,52.0,22.0,50.0,"43.6480008,-79.383177"
Earl's Kitchen & Bar,150 King St W,7.9,377.0,437.0,50.0,"43.6480008,-79.383177"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,50.0,"43.6480008,-79.383177"
Copacabana Brazilian Steakhouse Adelaide,230 Adelaide St W,8.6,91.0,214.0,50.0,"43.6480008,-79.383177"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,50.0,"43.6480008,-79.383177"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,50.0,"43.6480008,-79.383177"
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,298.0,118.0,50.0,"43.6480008,-79.383177"
Ikkousha Ramen,249 Queen St W,8.4,47.0,24.0,50.0,"43.6480008,-79.383177"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,50.0,"43.6480008,-79.383177"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,50.0,"43.6480008,-79.383177"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,50.0,"43.6480008,-79.383177"
A&W Restaurant,8 Mercer St,8.3,20.0,28.0,50.0,"43.6480008,-79.383177"
The Loose Moose Tap & Grill,146 Front St W,7.9,521.0,445.0,50.0,"43.6480008,-79.383177"
Terroni,57A Adelaide St E,8.6,375.0,402.0,50.0,"43.6480008,-79.383177"
SOCO Kitchen + Bar,75 Lower Simcoe St,8.2,137.0,155.0,50.0,"43.6480008,-79.383177"
McCafé,65 Front St W,7.9,14.0,29.0,50.0,"43.6480008,-79.383177"
Town Crier Pub,115 John St,8.1,311.0,320.0,50.0,"43.6480008,-79.383177"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,50.0,"43.6480008,-79.383177"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.6480008,-79.383177"
Queen St Warehouse,232 Queen St W,8.2,85.0,174.0,50.0,"43.6480008,-79.383177"
Bar Hop,391 King St W,8.6,1135.0,461.0,50.0,"43.6480008,-79.383177"
C'est What,67 Front St E,8.3,1182.0,456.0,50.0,"43.6480008,-79.383177"
Sunset Grill,1 Richmond St W,7.9,82.0,128.0,50.0,"43.6480008,-79.383177"
360 Restaurant,301 Front St W,8.1,962.0,452.0,50.0,"43.6480008,-79.383177"
BeaverTails,145 Queen's Quay W,8.5,110.0,97.0,50.0,"43.6480008,-79.383177"
Versus Coffee,70 Adelaide St E,8.1,36.0,55.0,50.0,"43.6480008,-79.383177"
Trattoria Mercatto,220 Yonge St,8.1,226.0,199.0,50.0,"43.6480008,-79.383177"
The Rec Room,255 Bremner Blvd,8.2,122.0,162.0,50.0,"43.6480008,-79.383177"
Grace O'Malley's,14 Duncan St,7.7,99.0,144.0,50.0,"43.6480008,-79.383177"
Jack Astor's,144 Front St W,7.5,458.0,583.0,50.0,"43.6480008,-79.383177"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,50.0,"43.6480008,-79.383177"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.6480008,-79.383177"
Cantina Mercatto,20 Wellington St E,7.8,3.0,9.0,50.0,"43.6480008,-79.383177"
Null,123 Front St W,7.5,41.0,50.0,50.0,"43.6480008,-79.383177"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,50.0,"43.6480008,-79.383177"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,50.0,"43.6480008,-79.383177"
Harbour Sixty Steakhouse,60 Harbour St,7.9,116.0,113.0,50.0,"43.6480008,-79.383177"
Kost,80 Blue Jays Way,7.9,88.0,62.0,50.0,"43.6480008,-79.383177"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,50.0,"43.6480008,-79.383177"
JOEY Eaton Centre,1 Dundas St W,7.8,574.0,571.0,50.0,"43.6480008,-79.383177"
Steam Whistle Biergärten,255 Bremner Blvd,7.7,42.0,16.0,50.0,"43.6480008,-79.383177"
The 3 Brewers,275 Yonge St,7.7,657.0,613.0,50.0,"43.6480008,-79.383177"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.656518,-79.389099"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,50.0,"43.656518,-79.389099"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.656518,-79.389099"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,50.0,"43.656518,-79.389099"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,50.0,"43.656518,-79.389099"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,50.0,"43.656518,-79.389099"
